R.br.,Latituda,Longituda,Kategorija saobraćajnice,Datum nastanka saobraćajne nezgode,Vrijeme nastanka saobraćajne nezgode,Vremenske prilike,Period dana,Stanje kolovoza,Broj poginulih osoba,Broj teško povrijeđenih osoba,Broj lakše povrijeđenih osoba,"Vrsta, tip saobraćajne nezgode",Područje,Tip puta,Horizontalna geometrija,Vertikalna geometrija,Tip raskrsnice,Tip prelaza,Pješačka površina,Rasvjeta,Broj povrijeđenih učesnika 30 dana,Broj smrtno stradalih učesnika nakon 30 dana,Ukupno povrijeđenih učesnika,Ukupno smrtno stradalih učesnika,Putnički automobil,Pješak,Romobil,Bicikl,Motocikl,Lako teretno vozilo,Teško teretno vozilo,Autobus,Traktor,Ostalo
373,43.85575,18.420562,Lokalna cesta,10/09/2024,11:50:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i e-romobila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,,,1,,,,1,,,
374,43.85805,18.407562,Lokalna cesta,12/09/2024,15:15:00,Vedro,Dan,Suh,0,0,2,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Bez prelaza,Da,Da,0,0,2,0,1,,,,1,,,,,
375,43.85197301,18.37207412,Lokalna cesta,12/09/2024,16:55:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Bez prelaza,Ne,Da,0,0,1,0,1,1,,,,,,,,
376,43.858926,18.40327,Lokalna cesta,22/09/2024,09:25:00,Vedro,Dan,Suh,0,0,3,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Bez prelaza,Da,Da,0,0,3,0,1,,,,1,,,,,
377,43.838873,18.342992,Lokalna cesta,23/09/2024,12:00:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Kružni tok,Bez prelaza,Ne,Da,0,0,1,0,1,,,,1,,,,,
378,43.872431,18.405578,Magistralna cesta,03/10/2024,15:15:00,Vedro,Dan,Suh,0,0,2,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,2,,,,,,,,,
379,43.829516,18.353032,Lokalna cesta,07/10/2024,09:55:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,,1,,,,,1,,,
380,43.857349,18.388838,Lokalna cesta,09/10/2024,16:45:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,1,,,,,,,,
381,43.863896,18.402202,Lokalna cesta,10/10/2024,08:50:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Kružni tok,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
382,43.855338,18.366137,Lokalna cesta,17/10/2024,09:40:00,Kiša,Dan,Mokar,1,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,1,1,1,,,,,,,,
383,43.831155,18.351604,Lokalna cesta,18/10/2024,12:30:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,3,,,,,,,,,
384,43.6696279,18.2236248,Lokalna cesta,20/10/2024,12:30:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,2,,,,,,,,
385,43.85545,18.4132,Lokalna cesta,24/10/2024,06:00:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,Trolejbus
386,43.670296,18.253758,Lokalna cesta,28/10/2024,15:00:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,1,,,,,,,,
387,43.86283,18.408077,Lokalna cesta,04/11/2024,12:00:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,1,,,,,,,,
388,43.811273,18.314118,Lokalna cesta,04/11/2024,18:05:00,Vedro,Sumrak,Suh,0,0,1,Sudar vozila i e-romobila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Bez prelaza,Da,Da,0,0,1,0,1,,1,,,,,,,
389,43.838869,18.342711,Lokalna cesta,07/11/2024,06:50:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,2,1,,,,,,,,
390,43.827969,18.21007,Lokalna cesta,07/11/2024,12:25:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
391,43.867318,18.412077,Lokalna cesta,08/11/2024,11:40:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
392,43.851675,18.37874,Magistralna cesta,09/11/2024,11:25:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
393,43.872858,18.433044,Lokalna cesta,11/11/2024,13:20:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Krivina,Da,Trokraka raskrsnica,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
394,43.857788,18.411954,Magistralna cesta,22/11/2024,13:20:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
395,43.841295,18.322356,Magistralna cesta,02/12/2024,07:20:00,Kiša,Dan,Mokar,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
396,43.858879,18.418988,Lokalna cesta,08/12/2024,16:00:00,Kiša,Dan,Mokar,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,3,,,,,,,,,
397,43.862047,18.359541,Lokalna cesta,07/09/2022,15:05:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,1,,
398,43.861614,18.332683,Lokalna cesta,08/09/2022,14:00:00,Vedro,Dan,Suh,0,0,4,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,4,0,1,1,,,,,,,,
399,43.838854,18.297217,Lokalna cesta,14/09/2022,07:15:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,1,,,,,,
400,43.85518,18.381293,Lokalna cesta,21/09/2022,07:35:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
401,43.794978,18.319596,Lokalna cesta,22/09/2022,05:30:00,Vedro,Noć,Suh,0,0,1,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,,,1,,,,,,
402,43.851601,18.32568,Magistralna cesta,23/09/2022,17:00:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i e-romobila,Urbano,Jednosmjerna cesta,Krivina,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,1,,,,,,,
403,43.869796,18.206357,Magistralna cesta,29/09/2022,14:10:00,Vedro,Dan,Suh,0,0,2,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,1,,,1,,,,,,
404,43.854958,18.365813,Lokalna cesta,01/10/2022,01:45:00,Vedro,Noć,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Krivina,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
405,43.860166,18.430507,Lokalna cesta,01/10/2022,09:35:00,Vedro,Dan,Suh,0,0,3,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,3,0,1,,,,,,,,,
406,43.790901,18.114227,Magistralna cesta,01/10/2022,16:40:00,Kiša,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
407,43.858038,18.408246,Lokalna cesta,11/10/2022,16:28:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i e-romobila,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,1,,,,,,,
408,43.974732,18.23939,Lokalna cesta,13/10/2022,18:00:00,Vedro,Sumrak,Suh,0,0,3,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Bez prelaza,Ne,Da,0,0,3,0,2,,,,,,,,,
409,43.85827,18.41224,Magistralna cesta,14/10/2022,23:20:00,Vedro,Noć,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
410,43.851549,18.40853,Magistralna cesta,15/10/2022,06:20:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Krivina,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,2,0,1,1,,,,,,,,
411,43.838766,18.329262,Magistralna cesta,15/10/2022,16:00:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,1,,,,,,
412,43.859287,18.42317,Lokalna cesta,19/10/2022,1/16/1900 9:36,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
413,43.846271,18.340204,Lokalna cesta,22/10/2022,12:14:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
414,43.830435,18.355497,Lokalna cesta,01/11/2022,04:50:00,Vedro,Noć,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,,,,,,,,,
415,43.840138,18.321232,Magistralna cesta,01/11/2022,21:45:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
416,43.848113,18.370552,Lokalna cesta,07/11/2022,16:40:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,1,0,1,1,,,,,,,,
417,43.849821,18.366395,Lokalna cesta,10/11/2022,18:55:00,Vedro,Sumrak,Suh,0,0,1,Sudar vozila i e-romobila,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,1,,,,,,,
418,43.857344,18.434185,Lokalna cesta,11/11/2022,10:07:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,1,,,,,,,,
419,43.866433,18.408557,Lokalna cesta,12/11/2022,15:20:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
420,43.852997,18.406394,Lokalna cesta,12/11/2022,18:30:00,Vedro,Sumrak,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,,2,,,1,,,,,
421,43.868698,18.416217,Lokalna cesta,21/11/2022,06:50:00,Kiša,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
422,43.844793,18.327803,Magistralna cesta,21/11/2022,18:25:00,Kiša,Sumrak,Mokar,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,2,,,,,,,,
423,43.870581,18.405792,Lokalna cesta,02/11/2022,08:50:00,Kiša,Dan,Mokar,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
424,43.900217,18.345977,Lokalna cesta,22/11/2022,16:00:00,Kiša,Dan,Mokar,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,1,1,,,,,,,,
425,43.858072,18.405799,Lokalna cesta,05/12/2022,13:45:00,Vedro,Dan,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,2,0,1,,,,,,,,,
426,43.857603,18.4238,Lokalna cesta,08/12/2022,12:50:00,Kiša,Dan,Mokar,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
427,44.048309,18.438232,Lokalna cesta,10/12/2022,17:00:00,Kiša,Dan,Mokar,0,0,1,Udar u pješaka,Ruralno,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,1,,,,,,,,
428,43.858058,18.408333,Lokalna cesta,21/12/2022,14:15:00,Vedro,Dan,Suh,1,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,1,1,1,,,,,,,,
429,43.8585847,18.4321179,Lokalna cesta,02/09/2022,17:10:00,Magla,Dan,Mokar,0,1,0,Pad motocikla na kolovoz,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,0,0,,,,,1,,,,,
430,43.857188,18.426423,Lokalna cesta,04/10/2022,12:12:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,1,,,,
431,43.860027,18.438595,Magistralna cesta,23/10/2022,18:30:00,Vedro,Dan,Suh,0,0,3,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,T-raskrsnica,Bez prelaza,Da,Da,0,0,3,0,2,,,,,,,,,
432,43.858187,18.430566,Lokalna cesta,27/10/2022,17:20:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,2,,,,,,,,,
433,43.85894165,18.433831,Lokalna cesta,03/11/2022,15:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Krivina,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,3,,,,,,,,,
434,43.85396,18.430206,Lokalna cesta,11/11/2022,10:50:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,3,,,,,,,,,
435,43.8599813,18.4269905,Lokalna cesta,23/12/2022,07:50:00,Magla,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
436,43.85346568,18.464962,Magistralna cesta,04/01/2023,07:25:00,Vedro,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
437,43.8600196,18.4269869,Lokalna cesta,18/01/2023,20:00:00,Sa snijegom,Noć,Mokar,0,0,3,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,3,0,2,,,,,,,,,
438,43.8581685,18.4264182,Lokalna cesta,07/02/2023,14:20:00,Vedro,Dan,Mokar,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
439,43.8587485,18.43288392,Lokalna cesta,24/02/2023,23:40:00,Vedro,Noć,Mokar,0,1,2,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,3,0,2,,,,,,,,,
440,43.859916,18.426363,Lokalna cesta,14/03/2023,09:35:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
441,43.853951,18.430217,Lokalna cesta,21/03/2023,12:30:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
442,43.857008,18.429661,Lokalna cesta,17/04/2023,20:20:00,Kiša,Noć,Mokar,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,,,,,,,,,
443,43.860082,18.42854,Lokalna cesta,05/05/2023,15:15:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,,,,,1,,,,,
444,43.857215,18.426602,Lokalna cesta,14/05/2023,02:10:00,Kiša,Noć,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,2,,,,,,,,,
445,43.858734,18.432886,Lokalna cesta,22/05/2023,14:18:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
446,43.859979,18.426408,Lokalna cesta,03/06/2023,13:20:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
447,43.852543,18.433223,Lokalna cesta,02/07/2023,19:15:00,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,,,,,,,,1,,
448,43.86005018,18.42771588,Lokalna cesta,06/07/2023,18:40:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,,,,,,,,,
449,43.856021,18.429852,Lokalna cesta,19/08/2023,14:10:00,Kiša,Dan,Mokar,0,0,1,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,,1,,,,,,,
450,43.85528815,18.42998225,Lokalna cesta,22/08/2023,21:50:00,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,,,,,,1,,,,
451,43.85532,18.458137,Magistralna cesta,26/08/2023,19:50:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
452,43.857054,18.426066,Lokalna cesta,21/09/2023,14:28:00,Kiša,Dan,Mokar,0,0,1,Pad motocikla na kolovoz,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,,,,,1,,,,,
453,43.852889,18.4306,Lokalna cesta,19/10/2023,07:50:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,,,,,,,,,
454,43.85009155,18.4645627,Magistralna cesta,23/10/2023,09:20:00,Vedro,Dan,Suh,0,0,2,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,4,,,,,,,,,
455,43.8587485,18.43288392,Lokalna cesta,24/10/2023,09:30:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,,,1,,,,,
456,43.85636547,18.45641239,Magistralna cesta,15/11/2023,06:50:00,Oblačno,Dan,Suh,0,0,1,Udar zadnjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Ne,Da,0,0,1,0,1,,,,,,,,,
457,43.856821,18.429772,Lokalna cesta,14/12/2023,18:45:00,Oblačno,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,,,,,,,,,
458,43.8562611,18.42983723,Lokalna cesta,31/12/2023,17:30:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
459,43.859624,18.432468,Lokalna cesta,07/02/2024,11:25:00,Vedro,Dan,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,2,,,,,,,,,
460,43.86015146,18.4269905,Lokalna cesta,01/03/2024,12:50:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
461,43.85379002,18.46128312,Magistralna cesta,30/04/2024,16:05:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
462,43.837327,18.452504,Lokalna cesta,08/07/2024,12:58:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
463,43.857225,18.426368,Lokalna cesta,12/07/2024,18:10:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
464,43.857064,18.453733,Magistralna cesta,30/07/2024,15:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
465,43.858268,18.430792,Lokalna cesta,02/08/2024,16:00:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
466,43.860129,18.4306,Lokalna cesta,17/08/2024,14:20:00,Oblačno,Dan,Mokar,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,,,,,,,,,
467,43.85052045,18.46444274,Magistralna cesta,10/09/2024,12:40:00,Kiša,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
468,43.855336,18.458206,Magistralna cesta,25/09/2024,16:05:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,4,,,,,,,,,
469,43.86013,18.430665,Lokalna cesta,30/09/2024,02:15:00,Oblačno,Noć,Mokar,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,2,,,,,,,,,
470,43.859811,18.425744,Lokalna cesta,19/10/2024,12:30:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,1,,,,,,,,,
471,43.858718,18.432846,Lokalna cesta,20/10/2024,13:45:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
472,43.857428,18.452395,Lokalna cesta,30/10/2024,11:20:00,Vedro,Dan,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,1,,,,,,,,,
